"Reviews","Reviews' Score","Sentiments"
"Erbil Ankara I heard good things Pegasus Airlines I chose One things I purchase additional luggage online However website absolutely terrible I purchase ahead time links listed I purchase ticket website kayakcom I heard good things website make fly ",1.3,"5) Very positive"
" Cologne Tehran Istanbul This time husband I flew Pegasus Airlines fly anymore The customer service average seats tight problem inclusive meal sector flight We bought Advantage package includes luggage seat selection Sandwich Beverage None flight sector accepted claiming food shown list book advance online But function page online choose sandwich The crew included Package knowledge companys products limited I wrote email customer service solve issue week flight back Cologne Pegasus office Tehran Unfortunately reply email today days return flight The customer service wrote short sentences email told food served Tehran flight But case Tehran sectors I attached booking page screen shot mentioning food included Tehran flight claiming printed itinerary The sandwich cost money petty sandwich fact paid offer service paid Below summaries flight experience Pegasus Cologne Istanbul Flight delayed due coup crisis Istanbul bad luck ground staff handled situation The crew board OK legroom acceptable point No food claimed crew dont list Istanbul Tehran Crews rude unfriendly Narrow legroom seats tight No food claimed Tehran Istanbul Crews OK Narrow legroom seats tight The representative Tehran settle food problem board food claimed Istanbul Cologne Crews OK Narrow legroom seats tight No food claimed There girl sitting kicking seat back hours wouldnt stop complained mother stewardess talked mother The mother care This worst flight sector We problem kids flew Turkish Airlines Istanbul back Frankfurt year I dont operating airline Pegasus changing online system user friendly retrain staff crews products company",0.95,"5) Very positive"
" My flight Bodrum Manchester cancelled Pegasus I found cancellation transfer company Contacting Airline I told I fly back UK Stansted Gatwick I told call center staff I compensated onward travel Gatwick On arrival Bodrum airport Gatwick flight shambles Gatwick flight cancelled flight People arrived Airport morning flight Several passengers told room plane fly Istanbul make arrangements back UK My option arrival Gatwick train home costing I contacting website joy The UK helpline waste time Managed PR company UK At stage word ",-0.3,"2) Negative"
" Checkin lines smoothly woman counter newer helpful order Zurich Strict cabin baggage Flight onschedule Bishkek Istanbul Istanbul Zurich airplanes clean service good minimal Seats bit small ordered food served promptly good portions tasty filling All luggage made good condition Definitely star ",5.45,"5) Very positive"
" Istanbul Prague Pegasus Airlines Checked online doesnt matter special lines bag drop The checkin lines long The boarding process chaotic There organization The cabin crew adequate The plane clean The flight punctual",2.2,"5) Very positive"
"London Gatwick Istanbul I arrived Gatwick Pegasus Airlines Istanbul flight I flown Istanbul days earlier problem At Gatwick flight show departure board Pegasus rep I contacted telephone told flight cancelled They told hadnt I The option suggest I Stansted flight day I spent hours bus horrendous weather eventually boarded flight We landed Istanbul connecting flight Dubai airline taking With original plan I hours flights The main airport hotel full hrs I buy ticket onward airline flight hours What utter shambles apologies Pegasus They told return flight cancelled original departure Dubai I fail understand I told I checked IstanbulLondon flight Definitely recommended",-2.75,"1) Very negative"
" London Bodrum Istanbul Pegasus Airlines There passengers booking travelling friends making total adults children Due delay leg missed connection Bodrum annoyance happen feel situation handled appalling The communication Pegasus stranded passengers terrible left lot desired When delayed Gatwick enquired separately transferring flight Istanbul told gate staff transferring flight wait This lie Also thought wed arriving Bodrum delayed I time cancel private transfer booked Bodrum pay GBP total On arrival Istanbul chaotic scenes confusion stressful travelling children tired upset hungry The waiting unacceptable organisation situation Pegasus awful On top flight Bodrum day daughter separated rows ahead paid privilege choosing seats original booking Then flight attendant wanted charge food paid bundle explaining situation showing booking confirmation There extra cost incurred due airlines fault refuse compensate ",-8.85,"1) Very negative"
"Copenhagen Tel Aviv Istanbul First delayed missed connecting flight wait hours Istanbul The preordered prepaid food We asked Copenhagen Istanbul assured food The staff flight care They We proved paid food email Pegasus return money buy food onboard We food amount paid The email week ago reply I fly company I advice choose company They The airport dump people ordinary airport small place toilets clean If good vacation dont travel Pegasus I traveled lot worst experience comparison",2.6,"5) Very positive"
" Tel Aviv Dubai Istanbul I flew Pegasus flights days All awful The worst thing ridiculous limited weight checked carryon baggage Carryon limited small suitcase empty I weighed transferred things checked baggage reweighed times meet restriction Then checking carryon bag weighed perfectly visible scale Pegasus agent insisting bag overweight When I asked extra weight couldnt understand shrugged shoulders It complete incompetence Finally supervisor explained weight fine Fortunately fellow passenger told passenger carry bag wasnt weighed So naturally I put heaviest items extra bag return heavy items carryon bag weighed The thing felt harassment totally absurd I hassle flights Finally board cost Not drink water provided Ill fly Pegasus I dont recommend ",-4.8,"1) Very negative"
"Athens Dubai Istanbul Pegasus Airlines Worst flight experience The cabin crew rudest Ive experienced There delay flight Athens hours When I return delay hours flight cancelled Eventually flew day afternoon There manager company Dubai After hours airport hotel sleep chaos Pegasus low fare company I wouldnt recommend unprofessional ruin trip",-3.45,"1) Very negative"
" We booked trip Stockholm Istanbul Amsterdam KLM checked weight allowed hand baggage accessory weigh max We start trip Stockholm problem Amsterdam turn nightmare flight Istanbul operated Pegasus person Pegasus weighs hand baggage He stopped wife told pay Euro check hand baggage daughter start argue explaining booked trip KLM departure Stockholm person rude forced check daughter baggage total paid Euro",-3.15,"1) Very negative"
" In September I short Istanbul Dalaman round trip Granted flight short I feel numb narrow seats cheap ticket I experience delays Pegasus strict bring experience low cost carrier EasyJet Ryanair Ive rudeness crew The attendants swift service makes sense paying extra money As I airline food I ordered beef steak USD I thought decent dinner Basically service compared major US carriers seat size Pegasus isnt amazing carriers ",2.6,"5) Very positive"
" Gatwick Sharm el Sheikh Istanbul Gokcen In time flying I experienced appalling catalogue events I Pegasus Airlines BA cancelled flight Sharm el Sheikh I book Pegasus Airlines lot money frills product At Baggage Drop Off LGW boarding pass I unable processed After hours I finally entered flight manifest Pegasus At time I advised return flight land LGW Stansted Airport There availability flight returning LGW days earlier I parked car LGW flights return date So return night sleep I public transport form Stansted Gatwick collect car drive home As Pegasus Airlines Turkish airline European airline treat customers respect The telephone manner airline assistants poor standard I recommend Pegasus Airlines I fly By I receive advance email advise change circumstances apology",2.35,"5) Very positive"
"Stansted Hurghada Istanbul Pegasus Avoid costs Staff rude They waiting hour Tarmac Istanbul announcement No frills airline easyjet Ryannair The announcements English fast couldnt understand We paid extra exit row seats problem couple decided sit pre booked seats",-1.35,"1) Very negative"
"The worst flight life I flying Pegasus Airlines Zurich Athens Istanbul minutes delayed departing Zurich As approached Istanbul aircraft flying hour Istanbul landing No announcement crew pilot Most passengers panic After landing Istanbul informed airplane Athens left We airport negotiating Pegasus staff give tickets flight day Athens matter airline They refused We stay night hotel middle flown day noon Athens Pegasus Staff insufficient rude Never ",-3.7,"1) Very negative"
"Oslo Istanbul Pegasus Airlines I bought advantage package checkedin luggage choice meal seat selection I seat I chose purchase I meal ordered I suitecase The service onboard good level English skills makes difficult A good selection dishes onboard",2.05,"5) Very positive"
"Pegasus Airlines worst airline Ive flown Our flight Ercan Frankfurt cancelled contacted travel partners We call back book flight At airport told registered ages heaps discussion effort finally scheduled flight That flight hour delay air plane hot dry ended feeling sick As water free pay Euro ml Water The worst flight experience Ive I fly ",-1.85,"1) Very negative"
"London Gatwick Bodrum Istanbul We ground Despite checking online printing boarding passes check bags Pegasus Airlines check agent system flight While waited hour check staff sort problem received text Pegasus Turkish We obtained translation found Pegasus cancelled return flight We number call Turkish free phone number unobtainable UK We asked Pegasus check agent telephone number UK told We sort problem online This turned untrue discovered customer services number UK Anyway time outbound flight closing abandoned holiday unable check luggage return flight cancelled We awaiting refunds book airline ",0.25,"4) Positive"
"Pegasus Airlines Madrid Dubai I recommend airline We arrive airport Madrid hours early line check bags long slow hour It long missed flight Then gate stop make check carry reasoning Speaking Spanish pointing return flight information The seats plane small knees touching seat front tall Then final destination Dubai lost luggage Then lost baggage counter Pegasus time ",-1,"1) Very negative"
"Geneva Istanbul Gokcen Pegasus Airlines worth choice dont Very tight seats barely space eat Cabin Staff helpful Horrible main meal overcooked Snacks salads good Inflight Entertainment magazine If choice airline avoid Pegasus However choice Pegasus A B",3.6,"5) Very positive"
"Been years I fly Pegasus I give star opened direct link CPH AYT avoid Istanbul airports Tried book times webpage options good idea book online Went office booked chose flexible fare includes seat luggage meal Bought extra kgs Tried online check I kgs On check I fine I pay Went desk accept credit cards accept DKK No Liras Euros Yes Euros They wanted exchange Turkish Lira Euros Turkey Refused gave pay Lira currency Onboard clue prepaid meal served wanted pay finally found mistake As punishment clear table I put tray gangway landing seats unconmfortable service existing crew busy fun ",4.7,"5) Very positive"
"Everything related flight Pegasus bad First Düsseldorf Airport minute delay Furthermore IstanbulSabiha airport minute delay flight heading Beirut delays airplane due boarding problems crew showed late The staff flight unprofessional rude passengers They barely spoe Turkish time While booking Pegasus sends confirmation email fully Turkish reading English Even staff official Pegasus office I booked rude careless Overall bad experience This flight I flying years short medium longdistance trips I flown airlines Lufthansa Air Berlin Middle East Airlines Qatar Airways Quantas Air France Emirates Etihad Pegasus worse worse",-5.2,"1) Very negative"
"Barcelona Istanbul Pegasus Airlines smoothly Cabin staff nice aircraft modern ground staff smile bit Their website easy navigate add extras Plane left tad late mind I wasnt hurry Captain communicated flight ",3,"5) Very positive"
"Very nice flight Dubai Stansted Istanbul Pagasus Airlines The staff Istanbul helpful arrivals waiting buggy gate Dubai flight The food onboard tasty high standard expensive I purchased mine online advanced I steak London Istanbul grilled meatballs Istanbul Dubai Seats recline Drinks alcoholic bevrages purchased Toilet facillities flights clean taps working fully Overall nice comfortable overnight flight cheap ",4.9,"5) Very positive"
"Dubai Marseille Istanbul Pegasus Airlines worst airline I I booked paid breakfast I The organization check messy hours staff nice Istanbul helpful This international airlines barely flying bus",1.35,"5) Very positive"
"We made mistake fly Berlin Schönefeld Dalaman Istanbul Pegasus Airlines The flight Berlin Istanbul delayed cabin staff assured connecting flight They told flights delayed true We arrived hours destination We compensation busy It waste time",-0.95,"1) Very negative"
"Madrid Tbilisi Pegasus Airlines flying I checked reviews I started fear decision experience good Checkin online worked counter airport problems Cabin crew young nice Aircraft Boeing Food onboard choice menus salads sandwiches snacks prices normal They give cans drink Service board good fullservice airline Luggage arrived safe sound stopover included I fly lowcost time I airlines good efficient costeffective choice survive",5.65,"5) Very positive"
"Being expat Lebanon I back France I Pegasus rates attractive But truth worth hazards bear Once connecting flight cancelled Istanbul I suppose full passengers wait flight hours But information arrival airport flight displayed board find Pegasus agent airport So long hours staying uncertainty Of complain I But I lost time They send automatic replies repeat inform pay compensation Another bad experience airport nightmare I hours layover incredible mess people sitting ground flights leaving minutes hour time I board boarding gate No information Weird I back minutes time gate closed Incredible At information displayed minutes Then I understood people sitting foot board In spite complete disorganization airport I finally found Pegasus realized dozens case At flight Paris All experience We passports boarding passes wait maximum min We waited hours I invited airport Pegasus desk departure level ticket There places flight Paris hours employee told I pay ticket She unfriendly I told wrong organization told I front buy ticket Turkish airlines I unhappy She made understand I choice But astonishment I met persons situation She told explained case hasnt pay extra I complained Pegasus website But make fool sending automatic totally irrelevant replies I decided fly Pegasus I prefer choosing company respects customers",-4.6,"1) Very negative"
"Hassle free flight Paris Orly Istanbul Gokcen Check process easy pleased assigned exit row seat extra payment Boarding bus easy Orly Airport Flight delayed leaving Orly due weather conditions Istanbul Onboard experience good Catering DOCO paid high quality expensive Service attitude flight attendants acceptable dont smile Inflight entertainment consisted Turkish advertisements meant nonTurkish passengers Overall pretty good experience price paid",5.2,"5) Very positive"
"The Pegasus Airlines operators respond unable rebook return flight Sadly time facing trouble airline Last year lost luggage returned end holiday havent apologised compensated losses Now due reach operator I called administration I spoken rudest Clearly I stopped flying time lost bags accident Guess learn treat customers respect deserve They longer excuse rate matter cheap flights theyll lose clients customer service foreign subject ",-3.25,"1) Very negative"
"In October I booked Pegasus Airlines Oslo Antalya Istanbul return trip February March On December I received notice email flights Oslo Istanbul return cancelled I replied requested refund On January Pegasus called phone gave option cancel full refund book flight I chose cancel refunded full week Given situation Turkey cancellation understandable I pleased Pegasus called call So I give Pegasus service case cancellation",2.6,"5) Very positive"
"I absolutely appalled I treated Pegasus Airlines I flew Geneva lot customers missed flights Pegasus allocate check desks check efficiently It resulted people waiting hours luggages checked Then layover Istanbul I arrived Dubai luggages Geneva lost We lot people Lost Luggage Desk Dubai airport complain Pegasus completely useless provide support During days constant battle information Pegasus luggages We eventually found directly Dubai airport realising luggages flight day arrived Dubai I flew lot airlines low levels services worst",-0.55,"1) Very negative"
"Pegasus Airlines service level low The reason choose landing Stansted house There price differences choose seat check I bought kilo extra I kilo luggage charged Also lost partners luggage today Istanbul No Pegasus Airlines free ticket",1.15,"5) Very positive"
"Stansted Dubai Istanbul If endure endless flight delays apology uncomfortable cramped seats rude staff transit baggage left Istanbul flight delays fly Pegasus Airlines negative review airline Pegasus Airlines worst I travelled years flight",-2.95,"1) Very negative"
"Moscow London Gatwick Istanbul I things Pegasus Airlines negative I frequent flyer Pegasus worst Flight delays connecting flights make time Bad customer service information cancellations delays dont care reimburse awful services Even bit cheaper moment cost lot ",-1.35,"1) Very negative"
"Stansted Dubai Istanbul Pegasus Airlines Worst airline I flown Flight Istanbul left minutes landed We werent find gate wasnt listed board There airport explain happening wondered aimlessly hours find Staff unbelievably rude unhelpful Had wait days flight checkin counter When told half passengers flight put flight staff exceptionally rude sorting replacement ticket avoiding eye contact speaking Turkish snapping annoyed I understand things snow airlines control Pegasus dealt problem appalling attitude staff made experience ten times worse I I avoiding airline costs ",-4.1,"1) Very negative"
"Amsterdam Tel Aviv Istanbul I writing review I waiting line lost found My bad experience Pegasus Airlines started long ago flight I email flight delayed checking I found I wont time connection flight Istanbul I call change tickets manually I suppose phone call airline company calling Of minor delays trip thing happen I waste hours lost found baggage I specifically asked departure Amsterdam dont worry baggages time ",-4.2,"1) Very negative"
"Gatwick Istanbul return Pegasus Airlines The service outbound neutral good bad The plane exAirAsia careful lifting sticker back seat revealed On return hours late due extra security minutes clean plane snow fallen overnight staff pretty awful They pay Euro food drink told Euros give change pay back pounds I give change asks returned money surly manner I decided insist due attempts fob Also toilet problem back half plane smelt terrible hour I fly short routes I suggest dont pay overpriced food drink credit card I imagine inducement food drink",-1.15,"1) Very negative"
"Copenhagen Krasnodar Istanbul My flight Pegasus Airlines alright due weather conditions theyve cancelling flight Krasnodar consecutive days Istanbul Krasnodar airports open Pegasus airlines flights departing Istanbul In airport chaos I lucky hotel vacation shortened compared living airport days I lucky I When spoken Pegasus helpful explaining flying call Turkish phone line choose English language answer Everybody Ive met Never I fly Pegasus Airlines Now I ",0.85,"5) Very positive"
"Istanbul Kuwait Pegasus Airlines They checked Handbags checkin counter provided tags accepted handbags aircraft They stopped passengers families couple businessmen solo gate boarding rechecked handbags fined shopping duty free We receipts shopping forced pay extra baggage cost couldnt leave valuables gate This sad wrong practice notification checkin counter",-0.25,"2) Negative"
"I booked flight Berlin SXF Sarajevo Istanbul SAW sadly due weather conditions Sarajevo plane Istanbul depart Pegasus Airlines time option days put hotel But company managed organize unplanned flight Belgrade bus till Sarajevo They efficiently They found great solution kudos Pegasus",2.4,"5) Very positive"
"Stansted Dalaman Istanbul Awful airline delayed Stansted bothered long As result miss connecting flight Dalaman Staff Istanbul unhelpful left standing ages explanation Both I Mum home ringing customer service luggage told luggage istanbul collect shouted staff police involved told man stop Told luggage put aircraft morning Noone After hours hotel small meal provided There hours picked back Istanbul It transpired luggage flight missed insecure Was grateful luggage reviews delays lost luggage response claim EU regs email CEO Never dreading return flight Aircraft dirty",-7.45,"1) Very negative"
"At checkin counter attendant told I wanted airplane fine Right boarding airplane gate staff checked weight backpack charged extra weight They airplane mine I worthy paying extra friends airport anymore I couldnt give back extra weight So I ended paying I paid nicer airline It felt found stranded robbing I feeling give commission employees charge passengers small overweight pieces She cell phone enter credit card information It make amount charge compared airlines My suggestion pay bit upfront book nicer airline comfortable nicer seats staff meals book Turkish caught surprises The staff nice One passengers backache asked pillow back attendant told backache planned ahead brought airplane It fine policy nice arguing minutes ",4.85,"5) Very positive"
"London Gatwick Kuwait Istanbul Pegasus Airlines A awful experience Long delays flights rude staff lost baggage After losing baggage offered compensation revoked offer month payment I fly Avoid folks",-4.05,"1) Very negative"
"Morning Pegasus Airlines flight Tel Aviv Istanbul Checkin process Ben Gurion airport smooth Flight operated airlines maintained B After antakeoff I ordered lunch meal drink service complimentary onboard I opted turkish kofte fresh vegetable salad lemonade Dutyfree board shopping Cabin crew friendly helpful The plane arrived Istanbul minutes scheduled time When I made SAW airport immediately found baggage missing After hours waiting time airline representatives informed luggage loaded aircraft I flew So I wait hours flight order As I flight New York I gave waiting left contact information order But days deliver luggage Their baggage tracking system work properly When I call airline representative baggage missing I told arrive TLVSAW flight After writing emails lost found department managed send Even directly adress I nearest airport Overall typical LLC friendly cabin crew low fares unprofessional staff Gokcen airport I choose airlines avoid kind problems",4.25,"5) Very positive"
"I book flight Pegasus minute fly Hurghada Istanbul November What I reviews bad I choice purchase tickets original Sharm El Sheikh cancelled This worst airline fly delays I total days hours flights While I coming back Egypt flight delayed hours end passengers asked carry baggage loading belt entering plane I I pay flight Poor I recommend airline ",-3.05,"1) Very negative"
"I flying Pegasus shorthaul routes cheap compared Turkish Airlines Since flights hour long I mind fed The planes high density fairly clean Flight attendants dont bother simple things I board I choose seat empty Their luggage allowance kilos compared European airlines They expanding fast hard train staff international standards dealing requires patience When I asked staff member simply cope increase traffic ",1,"5) Very positive"
" hrs service Paris Orly Dalaman Istanbul delayed hr min Bad service terrible time food provided lite snack provided Had pay food Staff taking forever food cart I understand I wanted food provided free I pay food time staff food cart Food I sold I bought bit expensive I afford When purchasing food I missing bread roll If paying euros food I provided mentioned poster missing bread roll Unprofessional terrible unorganized airline Also dont fly airline cheap pay extra Pegasus Airlines",-2.4,"1) Very negative"
"I expecting awful Pegasus Airlines turned nice experience I pre booked seat A euros comfortable leather seat plenty leg room ft I pre booked chicken dinner served shortly airline food superb The crew polite flight departed time landed early This scheduled flight I lot people fly package holidays tour operator decides seat pitch catering Tomorrow Istanbul Budapest I hope review ",3,"5) Very positive"
"One worst experiences The cabin staff hr mins serve middle plane working end All hear complaining passenger middle plane When eventually close seats I made aware drink hostess passenger rude I told aware hear pointed professional Her reply works hard I told I wanted drink rude stopped serving Another passenger handed bottle water Another passenger asked times fruit salad eighteen month son ended The plane filthy boarded",-1.25,"1) Very negative"
"Prague Antalya Istanbul Pegasus Airlines For pre checkin select middle seats rear aircraft free charged high price So chose wait airport checkin risk seat Lousy checkin taking ages Staff trained payment extra luggage half hour Airline forgot Turkish winter time started effected hour delay wrong slot Airline doesnt offer glass water free Food drinks payment served shortly landing Dropped fork minutes The ticket price wasnt cheap justified opinion I avoid carrier future",-2.2,"1) Very negative"
"One hour departure Bishkek Delhi passangers informed flight Moscow technical problems departure set hours Bad situation Pegasus happen What made angry driven hotel city hours water drink The Pegasus Airlines support bad call hung phone automatical email I response message The day flight fine",-1.5,"1) Very negative"
"Frankfurt Istanbul Pegasus Airlines A disorganized airline ground staff couldnt check visa requirements properly flight delayed norm themYou pay extra low cost airlineSecurity landed Istanbul reaching gate people stood walked staff Will fly offer low price thoughts",-0.1,"2) Negative"
"We Pegasus Airlines flight Bucharest Istanbul London They mins delay due technical issues hr cancelled flight They offered star hotel accomodation person food What buy worth star hotel They rescheduled flight day hrs delay missed connection flight Istanbul London delay Pegasus Airlines staff speak english It hard communicate Our flight Istanbul London delayed hr mins gave reasons No offered cup water hrs flight When finally London lagguage missing",-0.8,"1) Very negative"
"Pegasus Airlines hit miss airline I Pegasus regularly inconsistent service offer The fares reasonable cheap add extras normal person I prebook specific seat aisle seat front I pay leg trip Ercan Istanbul Istanbul Budapest return flight paying extra TL top price ticket occasions recently I asked move prepaid seat One occasion friends male cabin staff sit front I refused move C B wouldnt hassle I rest flight On occasion I asked move Cypriot disabled person sit seat exit seat mind close toilet Again I refused pointed opportunity reserve specific seat pointing needed crutches claiming severely disabled law sit exit seat He wailing fit claiming owner airline cabin staff tut tutted flight I stayed put Interestingly arrived destination I amazed aforementioned disabled person crutches strutting airport tarmac racing immigration control I check hadnt landed Lourdes mistake Cabin staff poorly trained customer orientated point downright unpleasant The food board good quality fairly priced On flight Istanbul I sitting seat D front ordering meal curtly told No finished guess pilot cabin crew scoffed lot takeoff I prebooked flight Pegasus I flying Turkish Airlines Larnaca future choice airlines Pegasus good happened years guess Changing aircraft Gökçen turns nightmare change gates broken painfully slow security checks uninterested ground staff Their website locally fly pigs treated",-6.25,"1) Very negative"
"I return flight Stansted Ercan North Cyprus Istanbul October My return trip London October uncomfortable flight I experienced Seated aisle seat C leaving Ercan passenger inadvertently dropped piece luggage head caused headache journey made feel panicky The aisle extremely narrow meant body space severely invaded due fault cabin crew passengers standing walking aisle Leg space aisle seat tiny significantly middle seat B The prices flights cheap I comfortable forward flight Cyprus October seated Window Seat I imagine middle seats OK Hot food meatball dinner I purchased forward flight excellent Flight attendants good My advice good flights provided avoid aisle seats",0.25,"4) Positive"
"Dont fly Pegasus You saving money cost end We made reservation online email confirmation confirmation fine When airport told dont reservation I showed email reservation cancelled Without knowing They told buy tickets We lucky empty seats The surprise ticket price double paid Internet wouldnt accept making pay price We paid double price choice We communicate customer service answer Save money fly company",4.95,"5) Very positive"
"Having read reviews airline I booked tickets I bit concerned However delay Stansted flight flight fine It bit difficult understand pilot matter The staff helpful pleasant The return journey Ercan back Stansted time The plane landed Ercan minutes late crew turned plane round quickley left time We normal touch Istanbul refuelled time landing minutes early Stansted The flight crew helpful courteous",1.05,"5) Very positive"
"Pegasus Airlines called days flights date flight flying option cancel flight schedule But depart airport day asked accommodation give accommodation I requested talk manager flight days rights accommodation call changed flight permission agreement We cancel ourself book expensive day ",1.6,"5) Very positive"
"Heard bad things prior flying Pegasus experience flying Beirut Stansted Gokcen great Both flights time comfortable seating pleasant crew nice aircraft Considering price I paid ticket I happy service I received We arrived mins ahead schedule London Would fly Pegasus Airlines",4,"5) Very positive"
"An Pegasus Airlines flight flight attendants friendly attentive We pleasently welcomed onboard wished nice holiday Dalaman We asked seats journies The seating comfortable plenty leg room lights dimmed sleep flight back home woken hour landing Manchester refreshments landing ",4.2,"5) Very positive"
"Pegasus Airlines flight Cologne Istanbul connecting flight delayed minutes Istanbul Dubai delayed hour I checkin luggage I havent received days delayed The luggage Dubai airport days ago I living Abu Dhabi Dubai I requested Pegasus deliver house I received call delivery guy airport pass expired days deliver luggages But happened I chasing emailsmscall Pegasus Airlines Pegasus replied investigate matter days delayed I forget horrible experience This time Pegasus Airlines worst experience ",-1.55,"1) Very negative"
"Beware Pegasus Airlines On I purchased flight tickets Pegasus internet site The confirmed eTickets email address day Two days departure make advanced check I surprised Pegasus site tickets cancelled reason My Visa account showed Pegasus charged issue cancellation note I bought tickets airline due time pressure expensive Pegasus customer service claimed tickets cancelled result Suspicious Card message received Visa My Visa service confirmed formal document cancel transaction Pegasus told notify phone I The customer service explain ticked issued email cancelled phone conversation happen By July I filed complaint Pegasus site actual response I repeated process end August Again answer I waiting ",-1.7,"1) Very negative"
"Izmir Cappadocia Istanbul Pegasus Airlines worst service received airline We airline cancels flight notice This happened today flew Izmir needed connect Istanbul Cappadocia Firstly delayed min due traffic landed raced catch flight find tour company cancelled We vain conclusive feedback staff spoke English And dont bother speak transit desk information desk rude helpful Shame Pegasus Airlines terrible service tourists wait excess hours flight",-5.35,"1) Very negative"
"Pegasus Airlines customer service My flight delayed hours Upon checking luggage agent mentioned delay We waiting area flight Once flights left asked leave waiting area The security staff delay Upon agent handled check told checked boards boards updated She remember taking care fifteen minutes No apologize rude practically problem Spoke agents give change speak agents fault Once apologies stoic faces Same treatment flight flight attendants aboard smile Did offer cup water Tried sell drinks food Their customer service horrible airport onboard I urge airline theyre chronic delays Learned lesson hard ",-1.95,"1) Very negative"
"Pegasus Airlines airport staff pure inept I sitting Istanbul SAW airport waiting flight Dalaman They delaying flight small increments announcements Currently delay hours In fact Pegasus Airlines flight supposed leave flight destination boarding When provide information English easy escape I flew flight Izmir Istanbul couple days ago While occasion flight time cabin crew rude time seating In short airline left bad taste I guess pay cheap ticket I hope I make Dalaman today",-0.9,"1) Very negative"
"We flew Pegasus Airlines Manchester Dalaman return We booked flights Travel Republic package holiday due fly Onur Air flights changed fly Pegasus I heard I read reviews airline concerned airline scored I worried The flight Dalaman slightly late give concern The return flight left time waiting plane airport The seats spacious aircraft I I tall person feel hemmed I dont choose extra leg room seats On occasion package tour hadnt book extra leg room seats seats allocated roomy comfortable I pleased I thought I squashed The cabin crew pleasant efficient There plenty choice food drinks refreshments stocked The safety routine video child actors amusing made sit notice message I airline commended The flight track shown drop screens remained flight interesting relieved boredom flying Its good progress plane making The Captain crew Turkish hard hear Captain times speak Turkish English All I qualms flying Pegasus Airlines flights comfortable stress free",7.75,"5) Very positive"
"Kayseri Zurich Gökçen Checkin Kayseri bit chaotic Transfer Gökçen Istanbul Both flights time smooth IstanbulZurich I paid extra premium additional legroom worth ordered special meals gluten free child meal online Meals served order Flight attendants friendly service onboard acceptable Across board positive experience Pegasus Airlines proposition definitively comparable Turkish Airlines",5.55,"5) Very positive"
"I scheduled fly Cologne CGN Baku GYD My flight due leave delayed hours Causing miss connecting flight Istanbul SAW Baku due leave When I arrived Istanbul approximately I told flight Baku morning recall exact time I asked accommodation night straight rude answer I lame excuse flight Istanbul Baku code sharing flight operated Azerbaijan Airlines responsibility Pegasus Airlines provide things purchased ticket Pegasus Airlines website I told hotel rooms full city Istanbul After hours arguing airline representatives bounce I persistent passengers delayed gave I granted free meal free drink I spend night hours airport sleep airport floor All airline reps I spoke rude passengers stranded Istanbul SAW airport night Upon arrival I filed complaint website I explained story complaints page functional All I return silence Reading reviews left website I realize Pegasus Airlines care passengers incidents common The rudeness staff appalling ",-1.95,"1) Very negative"
"Our Pegasus Airlines flight Gatwick Dalaman offered bit leg room flights staff exceptionally rude unhelpful Whilst serving beverages snacks stopped half running time needed duty free They asked coffee Will recommend Pegasus Airlines",0.5,"5) Very positive"
"I paid meals preflight Pegasus Airlines flight My details apparently passed children partner I food The meals I ordered children We pay chocolate croissants fill I emailed pegasus refund responded Shame ",1.75,"5) Very positive"
"Pegasus cheapest worst airline fly Turkey There They answer complaints I flown times single time flight delayed Especially flying SAW airport expect delays hour The flights mins delays I airlines expensive buy time back",-2.8,"1) Very negative"
"We supposed fly Pegasus Airlines Izmir Brussels Charleroi Istanbul Our flight leave Izmir arrived time airport Right checking message telling hour delay We Pegasus Airlines counter connecting flights woman couldnt After nice words sides manages convince person Pegasus Airlines liste The woman listen ready prepared answer repeated asked book earlier flight Istanbul She told flight Charleroi delayed worries There Pegasus Airlines waiting make pass security fastlane In end flight Izmir Istanbul delayed hours thing warm water bottle Pegasus Airlines staff hide passengers Arriving Istanbul flight Charleroi left Pegasus Airlines We Pegasus Airlines counter find lots people screaming shouting We finally managed talk couldnt change flight day Since working wasnt option When I asked solutions proposed refund flight ticket home We finally asked change flight destination close Belgium asked airport After min finally managed rebook evening flight Amsterdam car hours home We tickets checkin luggage plane time Checkin person call luggage guys make smooth When boarding time arrived gate showing Pegasus Airlines person announced delay hrs flight Amsterdam meaning leave Istanbul By time energy left After boarding hoped rest plane staff drove back drinks cart taxfree sleep Staff friendly bother offer water asked pay After arriving Amsterdam find Pegasus Airlines bother transfer luggage plane arrived today Charleroi Of Pegasus Airlines promised file complaint calling cost money ",4.55,"5) Very positive"
"London Sharm el Sheik return Istanbul direction Our Pegasus Airlines flights delayed ways hours Arriving Gatwick luggage missing We Pegasus Airlines ",-1.25,"1) Very negative"
"Probably worst experiences I airline extremely poor customer service flights delayed cancelled Was flight Kayseri Istanbul meant proceed Izmir Plane delayed hour Kayseri plane hour delay The cabin crew refused give water customers paid Cabin crew aggressive customers On arrival hours late Istanbul midnight ground staff unhelpful aggressive hotel flight day Baggage arrive Izmir damaged Have written company response emails",-6.8,"1) Very negative"
"I budget airline budget bad customer service I flew Gatwick Istanbul week return flight back Istanbul Stansted On occasions flight delayed hours update Forget update wasnt person speak Finally making plane speaking flights staff rude I asked blanket I poorly return trip simply ",-2.85,"1) Very negative"
